id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
3781;HARBORSIDE-Walk to subway;4804;Frank;0;East Boston;42.36524121;-71.02936149;Entire home/apt;125;30;14;2018-07-02;0.34;1;89
5506;**$99 Special **   Private! Minutes to center!;8229;Terry;0;Roxbury;42.3298085;-71.09559469;Entire home/apt;145;3;80;2018-11-14;0.68;6;355
6695;$125 Special!! Home Away! Condo;8229;Terry;0;Roxbury;42.32994061;-71.09350511;Entire home/apt;169;3;83;2018-11-12;0.73;6;337
6976;Mexican Folk Art Haven in Boston Residential Area;16701;Phil;0;Roslindale;42.29243789;-71.13576525;Private room;65;3;75;2018-10-23;0.66;1;105
8789;Curved Glass Studio/1bd facing Park;26988;Anne;0;Downtown;42.35918692;-71.06265111;Entire home/apt;99;30;21;2018-10-26;0.4;13;66
8792;Large 1 Bed facing State House;26988;Anne;0;Downtown;42.35849698;-71.06201144;Entire home/apt;154;30;24;2018-08-15;0.22;13;362
9765;[1294] Grand Studio - South End;25188;Seamless;0;South End;42.34259444;-71.0794207;Entire home/apt;229;2;9;2015-10-24;0.1;66;364
9824;[1273] Fab Studio- close to Newbury;25188;Seamless;0;Back Bay;42.34949627;-71.08595385;Entire home/apt;209;2;23;2018-10-25;0.25;66;355
9827;[1168-1C] Luxury 1 BR High-Rise in Beacon Hill;25188;Seamless;0;Downtown;42.35214858;-71.06330133;Entire home/apt;389;3;8;2014-06-02;0.08;66;365
9855;[1330-1D] Lux 1BR  w/ Den - Fenway;25188;Seamless;0;Fenway;42.34337079;-71.09870841;Entire home/apt;259;4;3;2010-11-04;0.03;66;89
9857;[1280] Well-Appointed,  2 BR Suite in Back Bay;25188;Seamless;0;Back Bay;42.35428958;-71.07277225;Entire home/apt;342;2;25;2018-10-19;0.29;66;358
9858;[1356-2] 2BR Exec Penthouse Suite;25188;Seamless;0;Back Bay;42.34447143;-71.08178606;Entire home/apt;489;2;1;2015-06-09;0.02;66;364
9859;[1274] 1BR Half Block from Newbury;25188;Seamless;0;Back Bay;42.35025967;-71.08471828;Entire home/apt;179;2;2;2013-07-05;0.02;66;127
9860;[1277] 1BR on Beacon St - Back Bay;25188;Seamless;0;Back Bay;42.35411529;-71.07441445;Entire home/apt;259;2;22;2016-04-10;0.21;66;354
9870;[1293-1] - 1 Bedroom in South End;25188;Seamless;0;South End;42.34422662;-71.07787818;Entire home/apt;279;2;8;2018-10-14;0.1;66;358
10758;Budget Single - share bath;38440;The Farrington Inn;0;Allston;42.35344917;-71.13179683;Private room;115;1;2;2015-10-03;0.04;4;0
10807;Budget Double - share bath ;38440;The Farrington Inn;0;Allston;42.35412286;-71.13048573;Private room;80;1;1;2014-10-13;0.02;4;77
10809;Private Room with 2 Beds share Bath;38440;The Farrington Inn;0;Allston;42.35478799;-71.13208846;Private room;100;1;14;2016-08-15;0.25;4;0
10810;Two Bedroom Apartment;38440;The Farrington Inn;0;Allston;42.35335918;-71.13034354;Entire home/apt;250;4;0;0;0;4;0
10811;Back Bay Studio on Marlborough St-;38997;Michelle;0;Back Bay;42.34972969;-71.08792364;Entire home/apt;179;1;7;2018-09-30;0.2;8;360
10813;JUST RENOVATED-Back Bay Apt Studio-;38997;Michelle;0;Back Bay;42.34961258;-71.08903822;Entire home/apt;179;3;1;2016-05-23;0.03;8;284
10986;Waterfront Furnished Apt;38997;Michelle;0;North End;42.36351987;-71.05075392;Entire home/apt;115;5;2;2016-05-23;0.07;8;359
12356;Renovated, State House View;26988;Anne;0;Beacon Hill;42.35898849;-71.06324696;Entire home/apt;145;14;9;2016-08-13;0.19;13;183
12441;[1300] 3BR, Multi-Level, Penthouse in Back Bay;25188;Seamless;0;Back Bay;42.35384159;-71.07268038;Entire home/apt;414;2;42;2018-09-13;0.41;66;156
13589;[1426-1] Newly Renovated 3 BR, Bi-Level-Back Bay;25188;Seamless;0;Back Bay;42.3552632;-71.0727931;Entire home/apt;389;3;62;2018-10-26;0.59;66;247
13592;[1279] 2 BR/1.5 BA, Bi-Level Suite;25188;Seamless;0;Back Bay;42.35376288;-71.07423911;Entire home/apt;359;2;21;2017-09-28;0.21;66;345
18711;The Dorset | 3BR 1BA | 1st Floor;71783;Lance;0;Dorchester;42.32328571;-71.06210287;Entire home/apt;126;2;42;2018-09-07;0.4;24;63
21337;[1250-2NE] 2BR Lux Back Bay Rental;25188;Seamless;0;Back Bay;42.34642478;-71.07827019;Entire home/apt;359;4;12;2016-11-08;0.12;66;360
21435;[1365] 1BR Across From Pru Center;25188;Seamless;0;Back Bay;42.34916043;-71.08158746;Entire home/apt;199;30;0;0;0;66;179
21891;[1168-2NH]Lux 2BR - Downtown Boston;25188;Seamless;0;Downtown;42.35217936;-71.06316024;Entire home/apt;349;3;21;2015-06-18;0.23;66;349
22208;[1358] Small Studio in South End;25188;Seamless;0;South End;42.34320988;-71.07776036;Entire home/apt;225;3;4;2015-07-29;0.04;66;364
22354;COPLEY SQ...19TH C.TWNHSE SUNNY RM;85770;Robert;0;South End;42.34495654;-71.07485746;Private room;148;2;291;2018-11-04;3.28;5;88
23370;[1250-1NE]Elegant 1BR in Back Bay;25188;Seamless;0;Back Bay;42.34609116;-71.07857797;Entire home/apt;289;4;5;2013-04-25;0.05;66;365
23668;[1247-1N]Furnished 1BR At The Vesta;25188;Seamless;0;West End;42.36386502;-71.06895044;Entire home/apt;249;4;0;0;0;66;364
24240;The Golden Slipper;97821;Gretchen;0;North End;42.36366048;-71.05023194;Entire home/apt;285;2;82;2018-10-25;0.83;1;182
25142;[1246]Beautiful 2BRs - Fenway Area;25188;Seamless;0;Fenway;42.34486505;-71.10259974;Entire home/apt;399;3;9;2015-10-28;0.09;66;89
25418;[1535-1C] Luxury 1BR - West End High Rise;25188;Seamless;0;West End;42.36494498;-71.0676682;Entire home/apt;279;3;4;2015-11-20;0.04;66;364
27141;[1293] Lovely 1 BR in South End;25188;Seamless;0;South End;42.3425859;-71.07969076;Entire home/apt;279;2;4;2013-06-02;0.04;66;358
27546;L'Auberge Espagnole  /room H;119019;Hermina;0;Dorchester;42.29834949;-71.05910373;Private room;55;1;234;2018-09-01;2.26;10;324
27611;One Bedroom Studio Garden Apartment;119381;Gordon And Alexandra;0;Jamaica Plain;42.31556512;-71.11482701;Entire home/apt;185;3;15;2018-09-04;0.27;1;359
28150;[1277/1] 1BR on Beacon St- Back Bay;25188;Seamless;0;Back Bay;42.35397478;-71.07261174;Entire home/apt;184;2;21;2016-06-24;0.24;66;350
29155;[1426-2]NEW 3 BR-Bi-Level  Back Bay;25188;Seamless;0;Back Bay;42.3543278;-71.07352114;Entire home/apt;451;3;33;2017-05-29;0.42;66;357
29765;Luxury suite, Moroccan furnishings;128280;Elizabeth;0;Charlestown;42.37833822;-71.06662682;Entire home/apt;221;2;93;2018-10-21;0.9;3;243
30311;[1543-1D]1BR with Den in Prime Beacon Hill Locale;25188;Seamless;0;Beacon Hill;42.36115825;-71.06518711;Entire home/apt;161;30;0;0;0;66;364
31796;Big room with two bed/Room A;119019;Hermina;0;Dorchester;42.29977341;-71.06047581;Private room;43;1;409;2018-11-04;3.98;10;351
36885;A Cozy Corner of Boston;159160;Deborah;0;Fenway;42.34633476;-71.08832312;Entire home/apt;165;4;150;2018-10-17;1.48;1;0
38578;[1218-1C]1BR - The Towers at Longfellow Place;25188;Seamless;0;West End;42.36408963;-71.06565401;Entire home/apt;249;30;2;2016-06-19;0.05;66;364
38579;[1218-2NH]2BR Apartment in Boston;25188;Seamless;0;Downtown;42.36417484;-71.06320412;Entire home/apt;349;30;6;2017-05-28;0.08;66;89
39116;Private Room/Perfect Location!;167745;Angela;0;Fenway;42.34238757;-71.09725114;Private room;99;90;71;2018-08-09;0.7;1;364
40601;Private room & bath - Jamaica Plain;174986;Robert;0;Jamaica Plain;42.31509939;-71.11107897;Private room;95;6;71;2018-08-11;0.71;1;287
44205;Elegance at Salem Street Court;128280;Elizabeth;0;Charlestown;42.37655111;-71.06676906;Entire home/apt;184;2;81;2018-10-12;0.81;3;247
45987;Gorgeous Garden Studio Charlestown;205107;Atef;0;Charlestown;42.37404333;-71.06117667;Entire home/apt;100;3;109;2018-11-12;1.09;1;355
47521;Beautiful Victorian House /C;119019;Hermina;0;Dorchester;42.29771972;-71.05924046;Private room;50;1;323;2018-11-10;3.24;10;358
47722;[1356-1] Lovely 1BR Suites-1/2 Block to Pru Center;25188;Seamless;0;Back Bay;42.34599132;-71.07985901;Private room;479;2;0;0;0;66;364
47725;[1356-S] Half-Block to Pru Center;25188;Seamless;0;Back Bay;42.34594764;-71.08194282;Entire home/apt;279;2;0;0;0;66;88
50032;Amazing Design & Detail Throughout!;228845;Jeremy;0;Jamaica Plain;42.31591116;-71.11275691;Entire home/apt;700;3;18;2017-12-09;0.21;2;312
54215;[1246-2C]Lux 2BR - Fenway Area;25188;Seamless;0;Fenway;42.34345299;-71.10166759;Entire home/apt;289;3;5;2015-06-26;0.06;66;89
54487;[1246-1C]Beautiful 1BRs - Fenway Area;25188;Seamless;0;Fenway;42.3434712;-71.10038331;Entire home/apt;219;4;1;2010-10-16;0.01;66;89
54944;Renovated Beacon Hill Studio [1414];25188;Seamless;0;Beacon Hill;42.35682271;-71.07024445;Entire home/apt;185;2;7;2015-11-08;0.11;66;357
56927;[1250-1C/1] Lux 1 BR in Back Bay Near Pru Center;25188;Seamless;0;Back Bay;42.34648978;-71.07975897;Entire home/apt;289;4;5;2012-11-30;0.05;66;364
56937;[1250-C]Beautiful 2BRs in Back Bay;25188;Seamless;0;Back Bay;42.34654267;-71.07853072;Entire home/apt;399;3;10;2015-10-02;0.12;66;89
57156;3 Room Cottage in Boston;271947;Bill;0;Dorchester;42.31004204;-71.0494183;Entire home/apt;105;5;42;2018-09-03;0.45;1;177
60029;Room in geographical heart of Hub;255183;Michelle;0;Roxbury;42.32584185;-71.0892685;Private room;80;2;130;2018-10-13;1.36;5;28
60356;Bookcase 1bd facing Boston Common;26988;Anne;0;Downtown;42.35711748;-71.06179966;Entire home/apt;175;30;18;2018-11-05;0.29;13;73
66288;Architects Live-in Studio in Boston;324630;Sean;0;Mission Hill;42.33215158;-71.10674178;Entire home/apt;79;1;607;2018-10-21;6.36;3;64
67774;Corner 1 bed facing Golden Dome;26988;Anne;0;Beacon Hill;42.35866925;-71.06331527;Entire home/apt;110;30;41;2018-09-08;0.56;13;137
67946;[1330-1C] Lux High Rise in Fenway;25188;Seamless;0;Fenway;42.34500941;-71.09872441;Private room;249;4;1;2011-09-30;0.01;66;89
68902;[1279/1] 2 BR 1.5BA, Bi-Level Suite;25188;Seamless;0;Back Bay;42.35454321;-71.07345476;Entire home/apt;359;2;9;2017-12-15;0.12;66;345
69369;Room in Boston off the beaten path;255183;Michelle;0;Roxbury;42.32614221;-71.08840448;Private room;85;2;104;2018-10-14;1.14;5;204
77681;Waterfall Room: Bunker Hill B&B;416912;Christiane;0;Charlestown;42.37853325;-71.06176887;Private room;140;2;37;2018-10-22;0.42;1;361
77691;Beautiful Victorian House /Room B;119019;Hermina;0;Dorchester;42.29770901;-71.05979096;Private room;65;1;276;2018-10-02;2.94;10;354
78002;[1272-1] Lux 1BR at The Devonshire;25188;Seamless;0;Downtown;42.35791116;-71.05675194;Entire home/apt;185;30;2;2014-09-11;0.02;66;364
91588;Sunny Private Bedroom. 7 minute walk to Redline T.;494453;Dave;0;Dorchester;42.31357973;-71.04696815;Private room;68;1;129;2018-11-09;1.41;2;320
95453;Royal Street Studio: Allston;508268;Richard;0;Allston;42.35937208;-71.13155989;Entire home/apt;175;5;32;2018-11-03;0.35;1;365
115936;Sunny, Spacious and Affordable;228845;Jeremy;0;Jamaica Plain;42.31557614;-71.11305745;Entire home/apt;550;3;13;2018-07-20;0.16;2;170
118905;Lotus (Luxury apartment);434539;Brahma;0;East Boston;42.37932676;-71.03376094;Entire home/apt;325;7;23;2018-03-29;0.26;2;320
130552;[1684-2]2BRs-Near Longwood Med Area;25188;Seamless;0;Mission Hill;42.3346777;-71.10251314;Entire home/apt;269;30;2;2013-10-26;0.03;66;364
143842;Beautiful Apt in Heart of Boston;697401;Nick;0;Brighton;42.34466194;-71.15876764;Private room;180;1;20;2012-07-28;0.23;3;0
160572;Single Family Home;766862;Nicole;0;South Boston;42.33324331;-71.04199974;Entire home/apt;495;4;8;2018-09-07;0.1;1;22
163941;$129* SPECIAL* 2 bed ApT! Location!;8229;Terry;0;Roxbury;42.32964654;-71.09502742;Entire home/apt;225;3;203;2018-11-02;2.3;6;252
169430;Stylish + Comfortable Urban Victorian;807320;Kate;0;Roxbury;42.32158165;-71.09047218;Entire home/apt;200;2;132;2018-10-28;1.5;1;47
169938;Gorgeous Boston Loft Style Condo!;809859;Lisa;0;Jamaica Plain;42.31379196;-71.10338741;Entire home/apt;174;3;0;0;0;1;161
170715;Classic Back Bay Marlborough |1BR 1BA #3;814298;Brent;0;Back Bay;42.35178287;-71.08456949;Entire home/apt;200;2;48;2018-10-24;0.56;87;0
177129;Comfort in Historic Melville Park 1;847253;Susan;0;Dorchester;42.29342799;-71.06773096;Private room;59;2;171;2018-09-28;1.94;2;324
179244;Room in Beautiful Townhouse /G;119019;Hermina;0;Dorchester;42.29780455;-71.05892761;Private room;75;1;92;2018-08-18;1.05;10;314
179245;Room in Beautiful Townhouse /F;119019;Hermina;0;Dorchester;42.29915433;-71.05878564;Private room;65;1;43;2018-08-29;0.49;10;314
182049;Herbivorian House SkyRama ;434539;Brahma;0;East Boston;42.37979972;-71.03325136;Entire home/apt;300;5;37;2017-10-31;0.42;2;272
182613;Entire 2 BR! Clean condo 3 beds Charlestown Boston;875739;Max;0;Charlestown;42.37738703;-71.0604352;Entire home/apt;169;6;103;2018-10-27;1.16;1;32
190170;In-Law Suite w/Room to Spare :-);841314;Fanny & Candice;0;Dorchester;42.31039471;-71.06907433;Entire home/apt;55;7;61;2018-11-01;0.69;1;329
195515;[1684-ST] Lux 1BR-Longwood Med Area;25188;Seamless;0;Mission Hill;42.33258807;-71.10068446;Entire home/apt;199;30;1;2012-05-25;0.01;66;89
195588;[1630]Beautiful Studio in Boston;25188;Seamless;0;South End;42.34063529;-71.07543254;Entire home/apt;142;30;0;0;0;66;179
196806;Comfy couch, Centrally located;958639;Larry;0;Fenway;42.34452373;-71.0868372;Shared room;79;3;72;2018-11-11;0.82;1;336
197146;[1689] Brand New 2BR off Newbury Street;25188;Seamless;0;Back Bay;42.34794627;-71.08488222;Entire home/apt;356;2;22;2016-11-20;0.27;66;350
197727;Wonderful  Boston neighborhood Jamaica Plain;964356;Jill;0;Jamaica Plain;42.31319703;-71.11832362;Private room;85;2;37;2018-11-10;0.42;1;141
197972;Perfect Location--Super Studio!;965697;Chris & Kristina;0;Jamaica Plain;42.31732135;-71.10833825;Entire home/apt;90;2;351;2018-11-03;4.07;2;340
200265;Comfort in Historic Melville Park 2;847253;Susan;0;Dorchester;42.29362568;-71.06652076;Private room;69;2;177;2018-11-03;2.04;2;287
205894;Beautiful Victorian House/Room D;119019;Hermina;0;Dorchester;42.29849091;-71.05880244;Private room;55;1;197;2018-10-26;2.24;10;306
210097;Treetop Haven in the City;1035747;Maria Elena;0;Jamaica Plain;42.3186354;-71.10640628;Entire home/apt;100;3;160;2018-11-04;1.83;1;281
211921;Boston Loft: 7 Skylights!;1092168;Meg;0;Roslindale;42.28142878;-71.1257642;Entire home/apt;300;45;68;2015-06-15;0.79;1;365
217498;Private bedroom, bath and lounge.;1123263;Deepti & Michael;0;Brighton;42.35257298;-71.1505652;Private room;99;3;161;2018-10-06;1.88;1;261
218259;[1168-1NE]Beautiful 1BRs - Washington Street;25188;Seamless;0;Downtown;42.35210307;-71.06318369;Entire home/apt;269;3;5;2015-07-25;0.06;66;359
220676;Private room off the Freedom Trail.;1144302;Howard;0;North End;42.36539015;-71.05438197;Private room;95;2;211;2018-11-05;2.43;1;90
225224;4th floor office room;85770;Robert;0;South End;42.34642847;-71.0750299;Private room;105;1;293;2018-10-15;3.39;5;89
225834;Skyline View to Boston;1176995;Duane;0;Roslindale;42.28052813;-71.13084254;Private room;65;1;53;2018-06-25;0.61;2;358
225979;Cozy Room & Fresh Roasted Coffee;1176995;Duane;0;Roslindale;42.28145207;-71.12925004;Private room;55;2;96;2018-08-17;1.1;2;358
228883;[1330-2CD] Deluxe 2 Bedroom in The Fenway;25188;Seamless;0;Fenway;42.34362398;-71.09792814;Entire home/apt;569;3;4;2013-08-06;0.06;66;89
234756;[1035-NE] Elegant 2BRs in Boston's Seaport Area;25188;Seamless;0;South Boston Waterfront;42.34855365;-71.03753977;Entire home/apt;389;30;1;2016-09-27;0.04;66;364
250345;[1344] 1 BR Penthouse w/ Roof Deck;25188;Seamless;0;Beacon Hill;42.35648433;-71.06945208;Entire home/apt;285;2;24;2017-01-29;0.29;66;245
257588;BOSTON LUXURY FOR LESS!!! NEAR BCEC;1355344;Meri;0;South Boston;42.33066372;-71.03984208;Entire home/apt;200;1;267;2018-11-11;3.46;1;219
276450;19th Century Luxury | South End | 1BR 1BA #3;1444340;Will;0;Roxbury;42.33814027;-71.08000806;Entire home/apt;167;2;84;2018-10-31;1.06;37;151
295285;Single Bedroom, Quiet Neighborhood;1271326;Tom;0;West Roxbury;42.28719371;-71.16815974;Private room;80;1;25;2018-08-16;0.37;1;216
307571;Beacon Hill Floorthrough Brownstone;26988;Anne;0;Beacon Hill;42.35881414;-71.06547231;Entire home/apt;150;30;17;2018-07-30;0.62;13;321
311240;Upscale Back Bay Studio, River Views;1600541;Marina;0;Back Bay;42.35262417;-71.08051384;Entire home/apt;165;2;171;2018-11-07;2.08;1;175
315982;Beautiful Two BR & Two Bathroom Townhouse;119019;Hermina;0;Dorchester;42.29928984;-71.05996995;Entire home/apt;196;1;103;2018-08-26;1.26;10;314
318050;So End Rm by Prudential & Back Bay;1632478;Thiago & Niles;0;South End;42.33979629;-71.0785343;Private room;99;2;266;2018-10-28;3.24;1;119
322593;Garden Studio in South End Townhouse;1651480;Edward;0;South End;42.34348781;-71.07680165;Entire home/apt;197;3;354;2018-11-12;5.15;5;26
332225;Beautiful house w/ Hot Tub, Parking & Yard!;1693497;Ken;0;Jamaica Plain;42.29128816;-71.11396006;Entire home/apt;149;2;46;2017-08-20;0.62;1;0
336946;Sweet, Solar, Garden Apartment;1713739;Andrée;0;Jamaica Plain;42.28825811;-71.11306692;Entire home/apt;145;3;184;2018-10-23;3.31;1;123
349347;Experience Past|Enjoy Present|South End Studio #2;1444340;Will;0;Roxbury;42.3382399;-71.08171734;Entire home/apt;167;2;87;2018-10-22;1.1;37;40
349409;Family Home in Great Area;1770277;Genevieve;0;Jamaica Plain;42.32442581;-71.10651505;Entire home/apt;250;5;5;2015-08-24;0.07;1;0
369880;North End Boston Studio Condo;1683708;Carlos And Cheryl;0;North End;42.36609014;-71.05255465;Entire home/apt;155;5;34;2018-09-16;0.67;2;2
369940;North End 2 Bedroom Boston Condo-near FreedomTrail;1683708;Carlos And Cheryl;0;North End;42.36518961;-71.05536089;Entire home/apt;199;5;28;2018-09-10;0.42;2;139
377474;Beautiful Victorian House;119019;Hermina;0;Dorchester;42.29838952;-71.05931165;Entire home/apt;495;1;22;2018-09-24;0.29;10;313
381187;Urban home in best JP location w AC;1912147;Pamela;0;Jamaica Plain;42.31417399;-71.1154147;Entire home/apt;375;3;12;2015-10-04;0.15;1;0
400067;Private Room in Spacious Apartment1;1997048;ToRena;0;Dorchester;42.30088321;-71.08189711;Private room;61;3;21;2017-04-18;0.32;5;362
403587;Beautiful 2 bedroom apt sleeps 7;887148;Dawn;0;Charlestown;42.38290882;-71.06955642;Entire home/apt;395;2;2;2014-03-27;0.03;6;320
414419;Back Bay! Best Location in Boston!;2027295;Ravi;0;Back Bay;42.3538696;-71.07972258;Entire home/apt;75;2;498;2018-11-02;6.23;1;256
441014;Beacon Hill Marathon Finish Line walking distance!;2114859;Sophia;0;Beacon Hill;42.36014655;-71.06858797;Entire home/apt;195;5;13;2018-08-29;0.24;1;57
442735;Top of the South End Brownstone;1592221;Sarah;0;South End;42.3436209;-71.06799258;Entire home/apt;250;2;57;2018-10-22;0.72;1;116
447826;Sweet Little House in JP, Boston;2053557;Hilary;0;Jamaica Plain;42.31713375;-71.10965966;Private room;71;3;277;2018-11-04;3.55;1;239
472070;Penthouse|Beautiful Terrace|Marlborough| 2 BR 1BA;814298;Brent;0;Back Bay;42.35147092;-71.08320444;Entire home/apt;150;2;59;2018-10-29;1.83;87;0
475254;Spectacular Boston Townhouse in Heart of Boston;2355815;Francine;0;Bay Village;42.34845572;-71.06810029;Entire home/apt;500;5;11;2018-10-03;0.42;1;166
475988;Lovely private, 20 mins to dwntwn, near parks +T!;2359572;Kelly;0;Jamaica Plain;42.30439628;-71.11442054;Entire home/apt;207;1;15;2018-10-28;1.17;1;0
496022;Private Floor, Private Bath, City Location;1956464;Maria;0;Jamaica Plain;42.30920004;-71.11836466;Private room;200;2;16;2016-06-26;0.25;1;0
497810;LOCATION, LOCATION, LOCATION, 3BDR DWNTWN;2329611;Jon;0;Downtown;42.35439298;-71.06009357;Entire home/apt;299;1;286;2018-11-05;5.38;1;33
511992;RiverView Luxury Apt Top Amenities;723220;Helena;0;Downtown;42.35563626;-71.05826822;Entire home/apt;450;30;0;0;0;1;358
519272;Cozy Room + Private Bath, JP Boston;2444900;David;0;Jamaica Plain;42.30510763;-71.10643297;Private room;62;3;9;2016-05-31;0.16;1;0
526970;BACK BAY/COPLEY FIRST FLOOR ROOM;85770;Robert;0;South End;42.34522988;-71.07282284;Private room;148;2;160;2018-10-28;2.05;5;89
530983;The Grand View | 5BR 2BA | Victorian Home;71783;Lance;0;Dorchester;42.31418505;-71.06000715;Entire home/apt;175;2;58;2018-10-23;0.79;24;7
533114;The Sawyer | 2BR 2.5BA | 1st Floor;71783;Lance;0;Dorchester;42.31167122;-71.06168215;Entire home/apt;168;2;41;2018-10-18;0.54;24;58
533152;The Penthouse | 2BR 1BA | 4th Floor;71783;Lance;0;Dorchester;42.32188941;-71.06182927;Entire home/apt;125;2;48;2018-10-05;0.86;24;66
536865;COZY 2 BEDROOM IN GREATER BOSTON;2618808;Curtis;0;Dorchester;42.31086388;-71.06815044;Entire home/apt;115;2;274;2018-11-02;3.55;2;345
543078;[1716-2] Nicely Renovated 2BR in Back Bay;25188;Seamless;0;Back Bay;42.34526225;-71.0807893;Entire home/apt;379;3;7;2018-10-24;0.18;66;363
543188;[1480-2] 2 BR-City view at Longwood;25188;Seamless;0;Mission Hill;42.3335418;-71.10146831;Entire home/apt;349;3;0;0;0;66;356
545247;[1272-2CMP] Lux 2 BR at The Devonshire;25188;Seamless;0;Downtown;42.35924752;-71.05668417;Entire home/apt;329;30;0;0;0;66;89
554720;Boston Charm - Condo;2727109;Tom;0;Jamaica Plain;42.31856881;-71.11415408;Entire home/apt;240;3;169;2018-10-21;2.26;1;142
561769;The Sky View | 3BR 1BA | 3rd Floor;71783;Lance;0;Dorchester;42.31323994;-71.06241647;Entire home/apt;142;2;40;2018-10-28;0.53;24;3
568234;City's Hippest Location/Two Bedrooms/Parking;2796082;Margaret;0;Jamaica Plain;42.30334666;-71.10497372;Private room;110;1;229;2018-11-04;2.97;2;330
570493;2 Bedrms, 2 Priv Bath&Priv Entrance;914630;Bill;0;Dorchester;42.28846783;-71.05477405;Private room;110;3;89;2018-10-20;1.4;1;82
579605;The Mayhew | 2BR 1BA | 3rd Floor;71783;Lance;0;Dorchester;42.32280314;-71.06184461;Entire home/apt;125;2;38;2018-09-07;0.5;24;51
583255;Boston Beauty, Walk to C and B line;306407;Valery;0;Brighton;42.34171325;-71.14851196;Entire home/apt;149;3;12;2017-07-05;0.16;1;0
601763;The Alameda 2 | 2BR 1BA | Brookline Area;71783;Lance;0;West Roxbury;42.29118077;-71.15316227;Entire home/apt;125;2;28;2018-10-27;1.42;24;51
611081;Houseboat in Boston Harbor;3029783;Deborah;0;East Boston;42.38167016;-71.03991829;Entire home/apt;325;2;22;2018-10-28;0.83;3;349
611107;[1684-1C]1BR Near Longwood Med Area;25188;Seamless;0;Mission Hill;42.3335363;-71.10217264;Entire home/apt;259;30;1;2013-05-21;0.01;66;365
619142; Getaway in Historic Charlestown;501427;Joe;0;Charlestown;42.37807869;-71.06343261;Entire home/apt;175;3;149;2018-10-01;1.95;1;218
627048;[1250-2CH] 2BR Lux Back Bay Rental.;25188;Seamless;0;Back Bay;42.34508847;-71.08016534;Entire home/apt;299;4;10;2014-11-20;0.14;66;83
639101;Quiet Room in Historic South End Brownstone;3189672;Dympna;0;South End;42.33838121;-71.07496369;Private room;175;3;14;2018-09-30;0.52;2;107
639111;Relaxing Room at Historic South End Brownstone;3189672;Dympna;0;South End;42.33618514;-71.07342146;Private room;199;3;11;2018-11-05;0.41;2;137
640041;[1354]1BR In Boston's South End.;25188;Seamless;0;South End;42.34611826;-71.07050012;Entire home/apt;141;30;0;0;0;66;364
646087;1 Bed in Charming Southie Townhouse near BCEC;3236611;Ingrid;0;South Boston;42.33477464;-71.04995358;Private room;155;1;5;2018-10-26;0.17;1;163
658029;Trendy Fun Spot|Historic South End |1BR 1BA #1;1444340;Will;0;Roxbury;42.33923256;-71.08141307;Entire home/apt;163;2;99;2018-10-31;1.32;37;119
665035;[1218-1NH]1BR At Longfellow Place;25188;Seamless;0;Downtown;42.36256484;-71.06369783;Entire home/apt;249;4;3;2018-11-07;0.11;66;364
693353;[1716-1] Brand New 1BR - Back Bay - Near The Pru;25188;Seamless;0;Back Bay;42.3468669;-71.07899934;Entire home/apt;249;2;19;2018-09-27;0.29;66;364
697078;Spacious 1 bed facing State House;26988;Anne;0;Beacon Hill;42.35893131;-71.063311;Entire home/apt;175;30;15;2018-08-30;0.35;13;363
708802;Boston / Charlestown Apartment;3648427;Gerard  And Marie;0;Charlestown;42.37754964;-71.06280467;Entire home/apt;150;2;317;2018-11-04;4.27;1;280
713627;Retro Cool Artist's House, Parking;3581975;Rachel;0;Jamaica Plain;42.30957368;-71.10629241;Entire home/apt;135;5;1;2014-10-09;0.02;1;0
732932;Guest Bedroom in Beautiful Jamaica Plain Home;3817361;Alishya;0;Jamaica Plain;42.3037631;-71.11400263;Private room;90;3;23;2018-10-31;0.31;3;333
732999;Lovely home in Jamaica Plain Boston;3817361;Alishya;0;Jamaica Plain;42.3045593;-71.11364252;Entire home/apt;225;3;22;2018-06-24;0.3;3;273
735970;Part of a Large Condo Jamaica Plain;3840038;Sidney;0;Jamaica Plain;42.31691221;-71.11302542;Private room;55;300;3;2015-05-22;0.04;1;0
743211;Unique Find: Private home in City!;2796082;Margaret;0;Jamaica Plain;42.30581336;-71.11259651;Entire home/apt;550;3;63;2018-10-22;0.92;2;329
743759;Cozy Room & Bathroom: No Kitchen;7969;Carolyn;0;Roslindale;42.29423834;-71.13183345;Private room;25;90;4;2016-07-01;0.06;2;230
750438;A quiet, green oasis in funky JP!;3945438;Lisa;0;Jamaica Plain;42.30681153;-71.11052442;Private room;65;3;174;2018-10-28;2.62;5;339
753446;6 miles away from downtown Boston!;3962517;Sami;0;Roslindale;42.28587764;-71.12490956;Private room;50;2;133;2018-11-11;3.42;1;356
766700;? Historic & Private 1BR | Walk to Sites & MBTA;3637081;Jason Or Jose;0;North End;42.36639331;-71.05536891;Entire home/apt;125;1;411;2018-10-31;6.18;6;351
777903;A suburban feel in the city;4102281;Monroe;0;Jamaica Plain;42.30757426;-71.13463037;Private room;85;2;34;2018-10-28;0.51;1;364
796435;Urban Victorian-walk the city! Rm 1;3875741;Mekkin;0;Roxbury;42.3251358;-71.08349007;Private room;63;3;16;2015-04-29;0.25;6;0
